transaction_id,date,user_id,type,category,subcategory,amount_inr,payment_method,merchant,is_recurring,is_essential,note
d2e1ae97-b92f-4811-ac71-d63ea2250041,2025-09-16,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Food,Groceries,683,UPI,Grocery store,false,true,
cdd58a7a-41f1-4274-a9c2-334dd9ade485,2025-09-16,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,248,UPI,Local transport,false,true,
f326ccf5-f6c6-4557-a2c6-d9eea7d25fbe,2025-09-17,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,310,UPI,Local transport,false,true,
11c54b38-895f-4782-ad84-796566462155,2025-09-18,6f168c2c-529c-4ec8-9932-90d1b493cf87,INCOME,Freelance,Project payment,6409,UPI,Freelance client,false,true,
f1c1db8a-ac9d-40b1-a158-ba0f54337f61,2025-09-18,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,125,UPI,Local transport,false,true,
9f124644-d760-4f65-a561-a1e2cac0d050,2025-09-18,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Dining,Restaurant or delivery,1301,UPI,Food outlet,false,false,
63c4b7e1-8376-44fb-a867-287bc991a1ee,2025-09-19,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,396,UPI,Local transport,false,true,
fb868c3b-a12a-4b03-ac9a-102146aa52f8,2025-09-20,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Dining,Restaurant or delivery,1449,UPI,Food outlet,false,false,
c09df8dd-6f81-4ec6-aed4-db1b0a9f5e87,2025-09-21,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Entertainment,Leisure,1758,UPI,Entertainment venue,false,false,
0639ef47-d565-462d-ae27-8e6bc8c9ac76,2025-09-22,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Food,Groceries,326,Card,Grocery store,false,true,
7f09d30b-394a-4e32-a1df-ec188510a3f8,2025-09-22,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,262,UPI,Local transport,false,true,
e0ec4130-8896-4a7b-a594-0e21267a32fe,2025-09-23,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,221,UPI,Local transport,false,true,
ab32b558-0764-48d8-a1f3-5c8c258338f5,2025-09-24,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,375,UPI,Local transport,false,true,
d92afd5b-d5dc-41f7-ac97-4f603d26f44f,2025-09-25,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,199,Cash,Local transport,false,true,
0a39a9e3-e363-4057-a4c7-10aa255a2c2a,2025-09-26,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,202,UPI,Local transport,false,true,
fb78ca86-6b4e-415b-a76a-16fa77bcfbf1,2025-09-27,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Food,Groceries,657,UPI,Grocery store,false,true,
22144cef-869e-4230-a176-61bb103c2ce7,2025-09-28,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Dining,Restaurant or delivery,365,UPI,Food outlet,false,false,
2d653939-1288-4d84-a48f-1c7d99312b03,2025-09-29,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Food,Groceries,1088,UPI,Grocery store,false,true,
b70ca3d5-dd9e-493d-a296-589857dccb67,2025-09-29,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,118,UPI,Local transport,false,true,
a7dbf9c3-5ad4-42a0-a166-24abd71a8e3c,2025-09-30,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Food,Groceries,804,UPI,Grocery store,false,true,
5fcbaf6c-2e35-4bc0-acb3-4c36e87b8a94,2025-09-30,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,108,UPI,Local transport,false,true,
0cd23468-b883-45a6-a2a0-3bd421fe9e22,2025-10-01,6f168c2c-529c-4ec8-9932-90d1b493cf87,INCOME,Salary,Primary salary,85000,Bank transfer,Employer,true,true,
1f7b4512-4b9a-43ee-afe5-c92cd63fd274,2025-10-01,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Food,Groceries,252,Card,Grocery store,false,true,
dbcc3b4d-bce2-4f8d-a8cc-6b2222b56574,2025-10-01,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,150,UPI,Local transport,false,true,
3ec07aa6-0468-4e93-a0a8-8d246bc40451,2025-10-01,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Healthcare,Medicine or consultation,1087,Card,Healthcare provider,false,true,
b2bac722-75a3-4fac-a0b5-a95ef70be301,2025-10-02,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Housing,Rent,22000,Bank transfer,Landlord,true,true,
cfda6d9f-0f4f-4451-a662-80c277d96ba1,2025-10-02,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Food,Groceries,997,UPI,Grocery store,false,true,
1f7bea7d-6c59-4258-a00e-3fc9f8ca36fa,2025-10-02,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,189,UPI,Local transport,false,true,
5bf4f201-9c67-4789-a931-b2695b42834b,2025-10-03,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Food,Groceries,771,UPI,Grocery store,false,true,
52953f25-ca63-46aa-aef6-b6936cf22874,2025-10-03,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,401,UPI,Local transport,false,true,
5c54b428-3e70-41a3-a37c-1d85ca6c53a9,2025-10-03,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Dining,Restaurant or delivery,557,UPI,Food outlet,false,false,
2d6dc47d-67b8-4b4e-ac9f-7be3ff109440,2025-10-04,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Dining,Restaurant or delivery,528,UPI,Food outlet,false,false,
3c81b201-0cc7-4c7e-add0-f9e208757e0d,2025-10-05,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Utilities,Electricity and water,2943,UPI,Utility provider,true,true,
e369492d-6187-41ee-a655-ee1a941aed55,2025-10-07,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Utilities,Internet,899,Card,Internet provider,true,true,
f1e77af5-06b4-4083-afd0-20e26f57432d,2025-10-07,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Food,Groceries,465,UPI,Grocery store,false,true,
e54f8a3e-8d62-4f2f-ac3c-31079c34c8f0,2025-10-07,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,177,UPI,Local transport,false,true,
e48d0fee-97b9-4027-a46b-d86a9e0ccfab,2025-10-08,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Subscriptions,Digital services,799,Card,Subscription services,true,false,
2e169fe0-eaeb-4b6c-aa1d-1e14c52de96e,2025-10-08,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Food,Groceries,709,Card,Grocery store,false,true,
a7f5693e-be01-4e1d-aaf2-98a232d53ea1,2025-10-08,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,388,UPI,Local transport,false,true,
8dbf12e3-4055-41d8-a32f-a105fe7738f1,2025-10-09,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Food,Groceries,765,Card,Grocery store,false,true,
d1ac8b1d-5145-4508-aee0-d276a63676f9,2025-10-09,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,218,UPI,Local transport,false,true,
37f523c6-fad6-49cf-a6cf-e06ca14ec566,2025-10-10,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Debt,Loan payment,8000,Bank transfer,Loan account,true,true,
1b326ba5-0cc2-447f-a874-f277e1651819,2025-10-12,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Food,Groceries,1041,UPI,Grocery store,false,true,
46c5bd4a-98bb-48b8-ac10-6383ea3edbd1,2025-10-13,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,244,UPI,Local transport,false,true,
63e5bf20-a7f9-474c-adf2-ac4ec15c8d3c,2025-10-14,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,158,UPI,Local transport,false,true,
d1166376-06b8-49aa-a587-1025f82dbd5f,2025-10-15,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Food,Groceries,1180,Card,Grocery store,false,true,
23fb9b95-2173-4afc-a0be-78a9d7c6be98,2025-10-16,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,375,UPI,Local transport,false,true,
5838bf13-1187-49b0-a220-104628cb7789,2025-10-17,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Food,Groceries,1101,Card,Grocery store,false,true,
cfd34602-74b5-4706-a67a-59b91e1788e4,2025-10-17,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,305,UPI,Local transport,false,true,
d023d68f-a18d-4bbc-a2a6-d26b3f4b5b28,2025-10-18,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Entertainment,Leisure,518,UPI,Entertainment venue,false,false,
3fe3c5c4-a4c0-46b2-a83c-112ce13f8322,2025-10-19,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Food,Groceries,768,UPI,Grocery store,false,true,
fc522286-7868-46a8-af77-1f9550bb54f0,2025-10-19,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Entertainment,Leisure,548,UPI,Entertainment venue,false,false,
d686a20b-5779-458b-a166-6df6d94b8d01,2025-10-20,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Dining,Restaurant or delivery,1119,UPI,Food outlet,false,false,
55d4a972-5faf-43f9-ac1e-b73326f7cd5b,2025-10-21,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Food,Groceries,933,UPI,Grocery store,false,true,
d5d74164-1b1e-4c16-aa3f-96fd6263f788,2025-10-21,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,230,UPI,Local transport,false,true,
98ee629c-86d4-485f-aeb6-ff877abea888,2025-10-22,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,303,UPI,Local transport,false,true,
c19dd51a-a445-418e-a882-c4d83cdfc31c,2025-10-23,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Food,Groceries,1225,UPI,Grocery store,false,true,
5844abb3-5205-4594-a7db-88e41486d9f3,2025-10-23,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,404,UPI,Local transport,false,true,
db4cd2be-83cb-4fcb-a595-57e2463617c3,2025-10-24,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Food,Groceries,733,UPI,Grocery store,false,true,
6bf3427e-3308-48af-a19f-e9c4c749e3ef,2025-10-24,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,194,UPI,Local transport,false,true,
12552754-dcb6-40bd-a2d8-0922bb44b227,2025-10-25,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Dining,Restaurant or delivery,711,UPI,Food outlet,false,false,
e7f2753f-3974-4533-a414-34246fa555fb,2025-10-26,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Dining,Restaurant or delivery,931,UPI,Food outlet,false,false,
403a8d57-21ee-4930-a8a1-6bbf87bbbdc5,2025-10-27,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,335,UPI,Local transport,false,true,
926c2cb6-bff8-4290-a737-004070f0addb,2025-10-28,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Food,Groceries,264,UPI,Grocery store,false,true,
4c968be4-3a6c-432c-a15e-4bb268fd9652,2025-10-28,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,367,UPI,Local transport,false,true,
b0ccff55-33ab-41fb-af0f-706e7fc147b7,2025-10-29,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Food,Groceries,549,Card,Grocery store,false,true,
829c0e76-c6aa-42d3-a86c-87eb32961cfa,2025-10-29,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,302,UPI,Local transport,false,true,
c3210a46-1869-46c5-ad5b-09b210723125,2025-10-30,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Food,Groceries,1138,UPI,Grocery store,false,true,
f8e88b9e-b810-4b18-a036-f0aacb8c2e47,2025-10-30,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,259,UPI,Local transport,false,true,
7c40c0f2-750f-49f4-a1cc-654303636a39,2025-10-30,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Shopping,Personal purchase,1553,Card,Retail store,false,false,
ef6169fb-00fc-4606-ad91-37ff5d3a5d0f,2025-10-31,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,136,UPI,Local transport,false,true,
02dbe364-cc15-4679-a6fc-45c032afab2c,2025-11-01,6f168c2c-529c-4ec8-9932-90d1b493cf87,INCOME,Salary,Primary salary,85000,Bank transfer,Employer,true,true,
287b2e56-4669-474c-a7ca-2ecf818f7452,2025-11-01,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Food,Groceries,696,Card,Grocery store,false,true,
1838974b-408d-4885-a2b9-c531a52a9007,2025-11-02,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Housing,Rent,22000,Bank transfer,Landlord,true,true,
4aea95b7-13e3-4860-ab07-c0a7b8c952c5,2025-11-02,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Food,Groceries,438,Card,Grocery store,false,true,
a5f77799-82e3-4f6d-ad93-9f20ccaf8fa0,2025-11-03,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,357,UPI,Local transport,false,true,
9df9c89c-70aa-4638-a935-ac637e0de877,2025-11-03,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Dining,Restaurant or delivery,1206,UPI,Food outlet,false,false,
a35772d6-48c5-4dc1-aa78-06ff08983e46,2025-11-03,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Healthcare,Medicine or consultation,1337,Card,Healthcare provider,false,true,
ef76283d-627b-4992-a3f2-a20d0f531c8c,2025-11-05,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Utilities,Electricity and water,3128,UPI,Utility provider,true,true,
f1fef5e4-1e71-45db-a24d-954c12da5793,2025-11-05,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Food,Groceries,948,UPI,Grocery store,false,true,
5ae75ee1-be53-491f-aab4-16bb6a7bdc54,2025-11-05,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,228,UPI,Local transport,false,true,
d141e28a-fe19-4554-a373-400df6092adc,2025-11-06,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Food,Groceries,539,Card,Grocery store,false,true,
db1bf198-1365-4341-aba1-17c51e051b58,2025-11-06,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,263,UPI,Local transport,false,true,
e9a24e8f-76d1-4e5a-aaf7-f2dcdd8ff832,2025-11-06,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Dining,Restaurant or delivery,1137,UPI,Food outlet,false,false,
a689d709-3897-47ea-a723-c9186bd18d40,2025-11-07,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Utilities,Internet,899,Card,Internet provider,true,true,
b5ad1b1e-8949-43db-af9c-b9913ef243b1,2025-11-07,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,323,UPI,Local transport,false,true,
357d8478-2f74-4523-a7da-cbc91c20dd21,2025-11-08,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Subscriptions,Digital services,799,Card,Subscription services,true,false,
cddd6ac8-bee7-444f-aff2-85429fdb009b,2025-11-08,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Entertainment,Leisure,1766,UPI,Entertainment venue,false,false,
e6e65d33-f717-4c49-ae11-eaa59ff4457c,2025-11-10,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Debt,Loan payment,8000,Bank transfer,Loan account,true,true,
4c7f676a-dc2f-4454-a35a-98abd56a23d3,2025-11-10,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Food,Groceries,518,UPI,Grocery store,false,true,
978ccfe1-1863-4146-ac00-f44f8c2e3d8b,2025-11-10,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,235,Cash,Local transport,false,true,
b77ab671-cd2e-4ef3-a877-60efe005f3c9,2025-11-10,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Shopping,Personal purchase,2332,Card,Retail store,false,false,
9a78c068-21eb-4c4c-ae9e-aca22c4a8556,2025-11-11,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Food,Groceries,969,UPI,Grocery store,false,true,
8749121a-2e35-4a97-a0a9-8e8da88db8f1,2025-11-11,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,214,UPI,Local transport,false,true,
92b48ca9-5555-4167-a2dc-236dc75c6204,2025-11-13,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,369,UPI,Local transport,false,true,
19e57f28-4283-45f2-a04a-d90675e2d1b9,2025-11-14,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,309,UPI,Local transport,false,true,
7a874cbe-d105-495a-a464-16ccb3907b26,2025-11-15,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Dining,Restaurant or delivery,328,UPI,Food outlet,false,false,
8cec1e01-ac92-41ab-a6a5-9f0fcb7ed6e6,2025-11-16,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Dining,Restaurant or delivery,1275,UPI,Food outlet,false,false,
50f41278-ba4c-4412-a722-216f9f4eef50,2025-11-16,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Entertainment,Leisure,979,UPI,Entertainment venue,false,false,
a128200e-1e00-4bf1-a2e0-8cd55ef8506f,2025-11-17,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,392,UPI,Local transport,false,true,
cc6b3bf6-5990-429f-a607-44524f74c444,2025-11-18,6f168c2c-529c-4ec8-9932-90d1b493cf87,INCOME,Freelance,Project payment,8369,UPI,Freelance client,false,true,
92b119dc-3704-4073-ab7b-48725bd48ca3,2025-11-18,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,224,UPI,Local transport,false,true,
9964d28f-c9e0-4be1-a93b-10de7f3dea21,2025-11-19,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Food,Groceries,1033,UPI,Grocery store,false,true,
e93fd6d3-6a70-4ec0-a0a8-4c589062a63d,2025-11-19,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,401,UPI,Local transport,false,true,
8da1650a-ab4d-4b62-abe9-4bfd19f3e6bb,2025-11-20,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,300,UPI,Local transport,false,true,
86e8b3b1-b542-46ec-a970-d295978c8e9f,2025-11-20,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Dining,Restaurant or delivery,711,UPI,Food outlet,false,false,
4af9fce9-5cf6-4a59-ae4f-220267c7d0e6,2025-11-21,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Food,Groceries,676,UPI,Grocery store,false,true,
a2e34725-7469-42ce-af1b-a52b85dba65f,2025-11-21,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,380,Cash,Local transport,false,true,
a10d44f4-e3d1-488b-a100-942753290392,2025-11-21,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Education,Course or materials,1933,UPI,Education provider,false,true,
54a9c83d-445a-4995-a2f0-e15432016931,2025-11-22,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Food,Groceries,825,UPI,Grocery store,false,true,
7544543c-bb81-4681-a33e-88287f6f698d,2025-11-22,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Dining,Restaurant or delivery,1198,UPI,Food outlet,false,false,
e6189534-30cc-4f67-a109-7053c184f2a0,2025-11-23,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Food,Groceries,951,UPI,Grocery store,false,true,
c79e5328-b27d-4b62-ab13-4c7cda41f9bd,2025-11-23,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Shopping,Personal purchase,809,Card,Retail store,false,false,
f9a1c03e-2ee1-410f-a678-a96729039abe,2025-11-24,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Food,Groceries,359,UPI,Grocery store,false,true,
e1bd1959-a829-4ff5-a480-cbc3379bff13,2025-11-24,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,281,UPI,Local transport,false,true,
2c7067a6-0042-4c6c-aa5c-ee1c98988173,2025-11-25,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Food,Groceries,268,Card,Grocery store,false,true,
82a37704-715a-4035-aca4-4072d8076420,2025-11-25,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,156,UPI,Local transport,false,true,
e9d9d97b-a3cd-4d93-ae80-b9d84aeba83c,2025-11-27,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Food,Groceries,734,UPI,Grocery store,false,true,
f0467c55-55dd-4a01-a305-55d40ffdd96e,2025-11-27,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,314,UPI,Local transport,false,true,
28592649-0b58-44e9-a505-d7d51f8908f4,2025-11-28,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,116,UPI,Local transport,false,true,
7ba3c02a-027d-4202-ae52-4f4d557b092d,2025-11-28,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Shopping,Personal purchase,1305,Card,Retail store,false,false,
8dacc2ff-d354-478b-aec9-290cbfebe4c3,2025-11-29,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Food,Groceries,1119,UPI,Grocery store,false,true,
8b0772cd-018f-412e-ab96-f382117fcc01,2025-11-29,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Dining,Restaurant or delivery,435,UPI,Food outlet,false,false,
d3deaf7d-a281-4a18-a213-5bfa57e6f746,2025-11-30,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Healthcare,Medicine or consultation,2213,Card,Healthcare provider,false,true,
2c7036da-94c0-4daa-a250-51c9d8c88878,2025-12-01,6f168c2c-529c-4ec8-9932-90d1b493cf87,INCOME,Salary,Primary salary,85000,Bank transfer,Employer,true,true,
ab66488e-1bd5-4b12-ae68-c409e59a672f,2025-12-01,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Dining,Restaurant or delivery,1143,UPI,Food outlet,false,false,
ac1bd6c9-9795-47bf-a957-7f52c68c6ba5,2025-12-02,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Housing,Rent,22000,Bank transfer,Landlord,true,true,
b4484d4c-27de-4523-a6d3-cabb95067f29,2025-12-02,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Food,Groceries,1082,UPI,Grocery store,false,true,
37cb5b85-2e89-4956-a385-6f11b674c8ba,2025-12-02,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Transport,Commute,305,UPI,Local transport,false,true,
463d79ea-5aa6-4493-a00d-b863a7709f40,2025-12-03,6f168c2c-529c-4ec8-9932-90d1b493cf87,EXPENSE,Food,Groceries,1179,Card,Grocery store,false,true,
