record_id,date,goal_id,goal_type,target_value,actual_value,progress_percent,forecast_value,achievement_probability,status
e4108a53-fb91-49af-a3f6-c51df20b1d45,2025-09-11,2d885db5-09de-4d36-abdc-c357a5253c90,FINANCIAL,96000,8000,0.0833,486666.67,0.99,ON_TRACK
4f8cc1b2-78b9-420c-aeec-0454ac9ceca4,2025-09-11,cb90e01c-ad24-4e88-a405-b3ab220b47ca,HABIT,7.2,6.6,0.9167,6.6,0.905,ON_TRACK
a9244cc1-c6dc-4317-a971-9f3e474e2403,2025-09-12,f516d2da-0168-4498-a19a-15c553b92083,FINANCIAL,18000,-14831,0,-37077.5,0.05,AT_RISK
763ae3ac-9808-407c-a8a8-d097959fc368,2025-09-12,6e2f27d3-b0a7-41af-ae04-dd93747ab1ab,STUDY,14,6.2,0.4429,8.68,0.6061,NEEDS_ATTENTION
a98b1155-ae8c-45a0-ae17-370f1ac3ecc1,2025-09-12,942340a9-28cf-4419-a543-8fb8ad16ee20,HABIT,5,1,0.2,1.4,0.3176,AT_RISK
148f98aa-0426-4213-acc9-b884c22075cf,2025-09-12,f8586d7f-42a8-40bb-a2c6-46993832c939,HABIT,25,35,1.4,35,0.99,ON_TRACK
4fd232da-6b78-4b20-aea7-d5276f69ae3a,2025-09-12,2d885db5-09de-4d36-abdc-c357a5253c90,FINANCIAL,96000,8000,0.0833,417142.86,0.99,ON_TRACK
41220e5d-ae02-4b0e-a120-2f8298d6bd75,2025-09-12,cb90e01c-ad24-4e88-a405-b3ab220b47ca,HABIT,7.2,7.6,1.0556,7.6,0.99,ON_TRACK
4905232e-bc49-49f3-aab7-4741200bd758,2025-09-13,f516d2da-0168-4498-a19a-15c553b92083,FINANCIAL,18000,-16650,0,-38423.08,0.05,AT_RISK
30d0bc43-83a1-492c-a453-f51eb8a37d42,2025-09-13,6e2f27d3-b0a7-41af-ae04-dd93747ab1ab,STUDY,14,6.2,0.4429,7.23,0.5317,AT_RISK
9a889021-9c7f-4e10-a767-5250563173b8,2025-09-13,942340a9-28cf-4419-a543-8fb8ad16ee20,HABIT,5,2,0.4,2.33,0.488,AT_RISK
e3bd74ec-7ae7-46cc-a1b5-f6bf40e4ffcb,2025-09-13,f8586d7f-42a8-40bb-a2c6-46993832c939,HABIT,25,23,0.92,23,0.908,ON_TRACK
c3e67d66-ad0d-443e-a96e-6be52945ccce,2025-09-13,2d885db5-09de-4d36-abdc-c357a5253c90,FINANCIAL,96000,8000,0.0833,365000,0.99,ON_TRACK
9c814d36-d423-48a8-a80d-7b9ef988bdff,2025-09-13,cb90e01c-ad24-4e88-a405-b3ab220b47ca,HABIT,7.2,7.7,1.0694,7.7,0.99,ON_TRACK
bc8222c6-1985-410e-a4ef-e947dd7762a3,2025-09-14,f516d2da-0168-4498-a19a-15c553b92083,FINANCIAL,18000,-17568,0,-37645.71,0.05,AT_RISK
b0e7673d-8373-4952-acce-ee0e97e34f9f,2025-09-14,6e2f27d3-b0a7-41af-ae04-dd93747ab1ab,STUDY,14,8.7,0.6214,8.7,0.6393,NEEDS_ATTENTION
346fae68-fae3-4d4e-adfd-669b39e597b8,2025-09-14,942340a9-28cf-4419-a543-8fb8ad16ee20,HABIT,5,2,0.4,2,0.44,AT_RISK
8f287f73-f195-4960-a484-7f9281ce79a9,2025-09-14,f8586d7f-42a8-40bb-a2c6-46993832c939,HABIT,25,44,1.5,44,0.99,ON_TRACK
7e630eb3-76d0-4bec-aa34-05ace006765a,2025-09-14,2d885db5-09de-4d36-abdc-c357a5253c90,FINANCIAL,96000,8000,0.0833,324444.44,0.99,ON_TRACK
43f12131-ec12-4158-a928-6378a6f72fbe,2025-09-14,cb90e01c-ad24-4e88-a405-b3ab220b47ca,HABIT,7.2,7.1,0.9861,7.1,0.9675,ON_TRACK
315d946e-1396-45a3-a90f-aeb166a3981c,2025-09-15,f516d2da-0168-4498-a19a-15c553b92083,FINANCIAL,18000,-18441,0,-36882,0.05,AT_RISK
f08fe879-0e3a-4441-aaac-4a7784d39550,2025-09-15,6e2f27d3-b0a7-41af-ae04-dd93747ab1ab,STUDY,14,2.7,0.1929,18.9,0.99,ON_TRACK
5e45b4ff-4910-4818-a1c6-b770df062df6,2025-09-15,942340a9-28cf-4419-a543-8fb8ad16ee20,HABIT,5,1,0.2,7,0.99,ON_TRACK
a84dcd1f-a6b8-4201-a0c6-2cc9bcc9888a,2025-09-15,f8586d7f-42a8-40bb-a2c6-46993832c939,HABIT,25,44,1.5,44,0.99,ON_TRACK
28945518-7899-472a-ad44-c1d9f59fe05c,2025-09-15,2d885db5-09de-4d36-abdc-c357a5253c90,FINANCIAL,96000,8000,0.0833,292000,0.99,ON_TRACK
8a58157e-123a-4a6c-a6bf-c8833a863fe1,2025-09-15,cb90e01c-ad24-4e88-a405-b3ab220b47ca,HABIT,7.2,6.7,0.9306,6.7,0.9175,ON_TRACK
3b08f703-b15f-431c-ae7e-319a4f2cb3c6,2025-09-16,f516d2da-0168-4498-a19a-15c553b92083,FINANCIAL,18000,-19372,0,-36322.5,0.05,AT_RISK
a057e01c-bfbe-4dda-afe2-0e5e9a4ca999,2025-09-16,6e2f27d3-b0a7-41af-ae04-dd93747ab1ab,STUDY,14,5.6,0.4,19.6,0.99,ON_TRACK
e349879e-3f17-4a59-ae03-c35ac950d48c,2025-09-16,942340a9-28cf-4419-a543-8fb8ad16ee20,HABIT,5,2,0.4,7,0.99,ON_TRACK
5a3ea0b8-397c-40a3-ac93-f643ae47b16c,2025-09-16,f8586d7f-42a8-40bb-a2c6-46993832c939,HABIT,25,29,1.16,29,0.99,ON_TRACK
b48e7b6f-c231-45dd-ae38-a2a34c06eeaf,2025-09-16,2d885db5-09de-4d36-abdc-c357a5253c90,FINANCIAL,96000,8000,0.0833,265454.55,0.99,ON_TRACK
c437be7c-82eb-4159-ad89-bdc06d0a1e8c,2025-09-16,cb90e01c-ad24-4e88-a405-b3ab220b47ca,HABIT,7.2,7.5,1.0417,7.5,0.99,ON_TRACK
cc97b394-1425-4147-a102-151644353202,2025-09-17,f516d2da-0168-4498-a19a-15c553b92083,FINANCIAL,18000,-19682,0,-34732.94,0.05,AT_RISK
8e9b3d30-d783-4b94-a419-9a47cb8847ff,2025-09-17,6e2f27d3-b0a7-41af-ae04-dd93747ab1ab,STUDY,14,5.6,0.4,13.07,0.824,NEEDS_ATTENTION
64901dd9-cc5b-43cf-a3c6-b6d2e721de1e,2025-09-17,942340a9-28cf-4419-a543-8fb8ad16ee20,HABIT,5,2,0.4,4.67,0.824,NEEDS_ATTENTION
5cec1775-e8b9-4bed-a680-be2f6dbb5dac,2025-09-17,f8586d7f-42a8-40bb-a2c6-46993832c939,HABIT,25,31,1.24,31,0.99,ON_TRACK
726352b3-c0f3-46bc-a8ce-37aa0090aec2,2025-09-17,2d885db5-09de-4d36-abdc-c357a5253c90,FINANCIAL,96000,8000,0.0833,243333.33,0.99,ON_TRACK
09e79deb-f0cd-4ff1-aec1-b4db395bdc41,2025-09-17,cb90e01c-ad24-4e88-a405-b3ab220b47ca,HABIT,7.2,6.8,0.9444,6.8,0.93,ON_TRACK
f734db5c-f1d6-4003-a6f0-f95ab56707be,2025-09-18,f516d2da-0168-4498-a19a-15c553b92083,FINANCIAL,18000,-14699,0,-24498.33,0.05,AT_RISK
9a8ec971-e8eb-4b47-a45f-55f07b4811a3,2025-09-18,6e2f27d3-b0a7-41af-ae04-dd93747ab1ab,STUDY,14,5.6,0.4,9.8,0.656,NEEDS_ATTENTION
d2ec03aa-093f-4a96-a77d-357701df39ee,2025-09-18,942340a9-28cf-4419-a543-8fb8ad16ee20,HABIT,5,3,0.6,5.25,0.944,ON_TRACK
c24247ab-6fc1-463e-a67e-57a45c625035,2025-09-18,f8586d7f-42a8-40bb-a2c6-46993832c939,HABIT,25,34,1.36,34,0.99,ON_TRACK
7b0ca465-b118-4bb2-a85a-512445f53ae8,2025-09-18,2d885db5-09de-4d36-abdc-c357a5253c90,FINANCIAL,96000,8000,0.0833,224615.38,0.99,ON_TRACK
46f05ddb-afc9-4da6-af46-d07c6144c347,2025-09-18,cb90e01c-ad24-4e88-a405-b3ab220b47ca,HABIT,7.2,6.6,0.9167,6.6,0.905,ON_TRACK
2336c93e-891d-44ac-a4af-a696107ef172,2025-09-19,f516d2da-0168-4498-a19a-15c553b92083,FINANCIAL,18000,-15095,0,-23834.21,0.05,AT_RISK
644aa5e3-e3f8-45f7-a05c-129088a28e2d,2025-09-19,6e2f27d3-b0a7-41af-ae04-dd93747ab1ab,STUDY,14,8.4,0.6,11.76,0.7928,NEEDS_ATTENTION
a678a66c-9bd5-4e68-a367-457d24d74ab1,2025-09-19,942340a9-28cf-4419-a543-8fb8ad16ee20,HABIT,5,3,0.6,4.2,0.7928,NEEDS_ATTENTION
bc9bedd2-def1-4121-a959-1af8c4d4bd42,2025-09-19,f8586d7f-42a8-40bb-a2c6-46993832c939,HABIT,25,41,1.5,41,0.99,ON_TRACK
373d5311-997f-49c3-aa7a-1fd93585c4a1,2025-09-19,2d885db5-09de-4d36-abdc-c357a5253c90,FINANCIAL,96000,8000,0.0833,208571.43,0.99,ON_TRACK
1318b687-b6c3-4618-a29c-eb0a107b2643,2025-09-19,cb90e01c-ad24-4e88-a405-b3ab220b47ca,HABIT,7.2,6.6,0.9167,6.6,0.905,ON_TRACK
ffefe56a-0df0-47ad-aa6d-f895f3537bc8,2025-09-20,f516d2da-0168-4498-a19a-15c553b92083,FINANCIAL,18000,-16544,0,-24816,0.05,AT_RISK
11e9d92c-f83c-495c-a763-5a6539ce3dc6,2025-09-20,6e2f27d3-b0a7-41af-ae04-dd93747ab1ab,STUDY,14,8.4,0.6,9.8,0.692,NEEDS_ATTENTION
f147aad3-053d-4467-a2ce-330a4d472617,2025-09-20,942340a9-28cf-4419-a543-8fb8ad16ee20,HABIT,5,4,0.8,4.67,0.896,ON_TRACK
5096b549-d9d9-40eb-aba8-4b0d44453cbc,2025-09-20,f8586d7f-42a8-40bb-a2c6-46993832c939,HABIT,25,34,1.36,34,0.99,ON_TRACK
8e44a82f-dfaa-465c-a75c-a088d08571ce,2025-09-20,2d885db5-09de-4d36-abdc-c357a5253c90,FINANCIAL,96000,8000,0.0833,194666.67,0.99,ON_TRACK
51649449-bb0d-4ac0-ac3c-44bdc91f12ba,2025-09-20,cb90e01c-ad24-4e88-a405-b3ab220b47ca,HABIT,7.2,7.9,1.0972,7.9,0.99,ON_TRACK
6ffc6924-66c7-4e1c-acbb-8ea6ad5743e2,2025-09-21,f516d2da-0168-4498-a19a-15c553b92083,FINANCIAL,18000,-18302,0,-26145.71,0.05,AT_RISK
ab015219-0e72-48a7-a887-4f5e9dd7e8ac,2025-09-21,6e2f27d3-b0a7-41af-ae04-dd93747ab1ab,STUDY,14,9.9,0.7071,9.9,0.7164,NEEDS_ATTENTION
80a8ea24-e64f-40ed-ae8d-258e771f9d41,2025-09-21,942340a9-28cf-4419-a543-8fb8ad16ee20,HABIT,5,4,0.8,4,0.8,NEEDS_ATTENTION
2546a963-68d6-4b64-af6d-2444cfb76124,2025-09-21,f8586d7f-42a8-40bb-a2c6-46993832c939,HABIT,25,0,0,0,0.08,AT_RISK
092329e2-7df5-4e20-a689-f8e313ed4e50,2025-09-21,2d885db5-09de-4d36-abdc-c357a5253c90,FINANCIAL,96000,8000,0.0833,182500,0.99,ON_TRACK
e005d9a7-e425-40a0-a6c8-442ae0ee1ceb,2025-09-21,cb90e01c-ad24-4e88-a405-b3ab220b47ca,HABIT,7.2,7.1,0.9861,7.1,0.9675,ON_TRACK
9e2f9127-9f1b-441c-a4e7-c18cbcc48e8e,2025-09-22,f516d2da-0168-4498-a19a-15c553b92083,FINANCIAL,18000,-18890,0,-25759.09,0.05,AT_RISK
ec392342-0f40-4d86-af28-b0ab3e61561b,2025-09-22,6e2f27d3-b0a7-41af-ae04-dd93747ab1ab,STUDY,14,0,0,0,0.08,AT_RISK
dabd8eab-6b29-4297-ac88-7eaab15f9842,2025-09-22,942340a9-28cf-4419-a543-8fb8ad16ee20,HABIT,5,1,0.2,7,0.99,ON_TRACK
32e7e0f6-75b5-4c66-ac4f-3e84e0d1a479,2025-09-22,f8586d7f-42a8-40bb-a2c6-46993832c939,HABIT,25,23,0.92,23,0.908,ON_TRACK
91fc55f0-07ce-4746-a87a-cfe2540b3b1f,2025-09-22,2d885db5-09de-4d36-abdc-c357a5253c90,FINANCIAL,96000,8000,0.0833,171764.71,0.99,ON_TRACK
d12e7760-9033-47ea-a12b-90d58237497b,2025-09-22,cb90e01c-ad24-4e88-a405-b3ab220b47ca,HABIT,7.2,7.6,1.0556,7.6,0.99,ON_TRACK
8e3fcbff-8a93-469b-a53d-20ed00b7a0ad,2025-09-23,f516d2da-0168-4498-a19a-15c553b92083,FINANCIAL,18000,-19111,0,-24927.39,0.05,AT_RISK
1e834c26-9db9-490d-add9-214699f797af,2025-09-23,6e2f27d3-b0a7-41af-ae04-dd93747ab1ab,STUDY,14,2.7,0.1929,9.45,0.6007,NEEDS_ATTENTION
7afc1be0-c0c7-418c-af43-af7d27c19526,2025-09-23,942340a9-28cf-4419-a543-8fb8ad16ee20,HABIT,5,2,0.4,7,0.99,ON_TRACK
f81d610d-02fd-4c89-a84c-4eb2e48e49c8,2025-09-23,f8586d7f-42a8-40bb-a2c6-46993832c939,HABIT,25,0,0,0,0.08,AT_RISK
9c013d88-02ae-425f-a3ab-6c9a33bd320c,2025-09-23,2d885db5-09de-4d36-abdc-c357a5253c90,FINANCIAL,96000,8000,0.0833,162222.22,0.99,ON_TRACK
86933871-60a0-4372-a782-674d0f1181b5,2025-09-23,cb90e01c-ad24-4e88-a405-b3ab220b47ca,HABIT,7.2,7.4,1.0278,7.4,0.99,ON_TRACK
a218166a-8291-4777-a937-81d258f15367,2025-09-24,f516d2da-0168-4498-a19a-15c553b92083,FINANCIAL,18000,-19486,0,-24357.5,0.05,AT_RISK
c4b6ebc5-b710-4bfb-a494-768a17acee62,2025-09-24,6e2f27d3-b0a7-41af-ae04-dd93747ab1ab,STUDY,14,4.2,0.3,9.8,0.638,NEEDS_ATTENTION
d0503cd0-4894-4f81-a69c-3306ac6b4a74,2025-09-24,942340a9-28cf-4419-a543-8fb8ad16ee20,HABIT,5,2,0.4,4.67,0.824,NEEDS_ATTENTION
b274f22c-ce22-44cd-a42d-812f52498567,2025-09-24,f8586d7f-42a8-40bb-a2c6-46993832c939,HABIT,25,37,1.48,37,0.99,ON_TRACK
af2a8d74-f32c-4cc6-ac0c-c38db0dce9c7,2025-09-24,2d885db5-09de-4d36-abdc-c357a5253c90,FINANCIAL,96000,8000,0.0833,153684.21,0.99,ON_TRACK
79c27747-f809-40c5-acdf-b6736c7718d4,2025-09-24,cb90e01c-ad24-4e88-a405-b3ab220b47ca,HABIT,7.2,7.2,1,7.2,0.98,ON_TRACK
521f3e1b-d76e-47a1-ad00-12e3e9b12396,2025-09-25,f516d2da-0168-4498-a19a-15c553b92083,FINANCIAL,18000,-19685,0,-23622,0.05,AT_RISK
f3e2010b-8fd5-4bfb-afc4-6a456a1b34f7,2025-09-25,6e2f27d3-b0a7-41af-ae04-dd93747ab1ab,STUDY,14,5.8,0.4143,10.15,0.6766,NEEDS_ATTENTION
9ebc7cce-a31e-4481-a3d2-5e73dd24b0db,2025-09-25,942340a9-28cf-4419-a543-8fb8ad16ee20,HABIT,5,3,0.6,5.25,0.944,ON_TRACK
419ff060-5520-4583-aace-ac43cd18fa84,2025-09-25,f8586d7f-42a8-40bb-a2c6-46993832c939,HABIT,25,35,1.4,35,0.99,ON_TRACK
6a547825-17cd-4e4c-a925-e21daa08bab0,2025-09-25,2d885db5-09de-4d36-abdc-c357a5253c90,FINANCIAL,96000,8000,0.0833,146000,0.99,ON_TRACK
7fcb442f-1f45-46ed-a280-3a17fac8c5b7,2025-09-25,cb90e01c-ad24-4e88-a405-b3ab220b47ca,HABIT,7.2,7.7,1.0694,7.7,0.99,ON_TRACK
2e90725e-ffa0-4bea-a042-1f425c910ebe,2025-09-26,f516d2da-0168-4498-a19a-15c553b92083,FINANCIAL,18000,-19887,0,-22946.54,0.05,AT_RISK
654f1f31-fbc6-4cc4-a0bc-2df40044dbf4,2025-09-26,6e2f27d3-b0a7-41af-ae04-dd93747ab1ab,STUDY,14,6.8,0.4857,9.52,0.657,NEEDS_ATTENTION
e9e4f8d5-0360-4560-a9ec-86595f0347c6,2025-09-26,942340a9-28cf-4419-a543-8fb8ad16ee20,HABIT,5,3,0.6,4.2,0.7928,NEEDS_ATTENTION
5be608b1-b6f3-4ac8-ab6e-2bccc91ce196,2025-09-26,f8586d7f-42a8-40bb-a2c6-46993832c939,HABIT,25,35,1.4,35,0.99,ON_TRACK
8f9a89a0-5325-404f-a472-b5d514e8f32c,2025-09-26,2d885db5-09de-4d36-abdc-c357a5253c90,FINANCIAL,96000,8000,0.0833,139047.62,0.99,ON_TRACK
34a17451-42c4-4f6d-af96-9ceb2380b8be,2025-09-26,cb90e01c-ad24-4e88-a405-b3ab220b47ca,HABIT,7.2,7.1,0.9861,7.1,0.9675,ON_TRACK
76fc0243-04cf-48ec-ae74-ac64fa8112c8,2025-09-27,f516d2da-0168-4498-a19a-15c553b92083,FINANCIAL,18000,-20544,0,-22826.67,0.05,AT_RISK
e474746e-86cc-42b7-a495-a644e6c768b1,2025-09-27,6e2f27d3-b0a7-41af-ae04-dd93747ab1ab,STUDY,14,6.8,0.4857,7.93,0.5754,AT_RISK
5128f151-b423-4c1d-aacb-7121587fd68f,2025-09-27,942340a9-28cf-4419-a543-8fb8ad16ee20,HABIT,5,4,0.8,4.67,0.896,ON_TRACK
67abf28d-c98b-4a60-a98a-a61c670a03e6,2025-09-27,f8586d7f-42a8-40bb-a2c6-46993832c939,HABIT,25,0,0,0,0.08,AT_RISK
2a836493-f3e1-41cc-a6e3-9898f71e1d5d,2025-09-27,2d885db5-09de-4d36-abdc-c357a5253c90,FINANCIAL,96000,8000,0.0833,132727.27,0.99,ON_TRACK
29246a3f-9de7-4ba0-a07b-34103d9576da,2025-09-27,cb90e01c-ad24-4e88-a405-b3ab220b47ca,HABIT,7.2,7.1,0.9861,7.1,0.9675,ON_TRACK
438f561e-4db0-4afa-a614-ab016f5b4c3c,2025-09-28,f516d2da-0168-4498-a19a-15c553b92083,FINANCIAL,18000,-20909,0,-22402.5,0.05,AT_RISK
98e93482-099e-459d-ab34-d6d4752833ac,2025-09-28,6e2f27d3-b0a7-41af-ae04-dd93747ab1ab,STUDY,14,8,0.5714,8,0.5943,AT_RISK
67a584e9-8c45-4dee-a3d3-cd2af9f9d5f1,2025-09-28,942340a9-28cf-4419-a543-8fb8ad16ee20,HABIT,5,4,0.8,4,0.8,NEEDS_ATTENTION
b51d09c5-2dfc-43b4-a136-f2d96c796c9b,2025-09-28,f8586d7f-42a8-40bb-a2c6-46993832c939,HABIT,25,38,1.5,38,0.99,ON_TRACK
a6ee9f47-ee6f-4952-a480-b41a1de6f097,2025-09-28,2d885db5-09de-4d36-abdc-c357a5253c90,FINANCIAL,96000,8000,0.0833,126956.52,0.99,ON_TRACK
77e13d9e-cacd-4d19-abbe-1ddbf2c4f153,2025-09-28,cb90e01c-ad24-4e88-a405-b3ab220b47ca,HABIT,7.2,7,0.9722,7,0.955,ON_TRACK
8eda6514-12ea-492c-a7f5-aab863ffd208,2025-09-29,f516d2da-0168-4498-a19a-15c553b92083,FINANCIAL,18000,-22115,0,-22877.59,0.05,AT_RISK
c8812807-9a26-46bd-aa7b-d3a0bf9d7224,2025-09-29,6e2f27d3-b0a7-41af-ae04-dd93747ab1ab,STUDY,14,0,0,0,0.08,AT_RISK
9418727f-9189-46ea-ac60-6ccc0effbc85,2025-09-29,942340a9-28cf-4419-a543-8fb8ad16ee20,HABIT,5,1,0.2,7,0.99,ON_TRACK
b1cc8a13-4bb8-4661-ae6b-18591d0f8b78,2025-09-29,f8586d7f-42a8-40bb-a2c6-46993832c939,HABIT,25,0,0,0,0.08,AT_RISK
b4cfc930-e130-4c79-a040-bbef37ea1593,2025-09-29,2d885db5-09de-4d36-abdc-c357a5253c90,FINANCIAL,96000,8000,0.0833,121666.67,0.99,ON_TRACK
a75ef1d3-04cb-454e-a0fa-1a5ca3648c26,2025-09-29,cb90e01c-ad24-4e88-a405-b3ab220b47ca,HABIT,7.2,6.8,0.9444,6.8,0.93,ON_TRACK
35aa40ee-813c-4377-a8bf-1143f8cc85f4,2025-09-30,f516d2da-0168-4498-a19a-15c553b92083,FINANCIAL,18000,-23027,0,-23027,0.05,AT_RISK
9930fcc8-e352-426c-aaf3-ee3243150245,2025-09-30,6e2f27d3-b0a7-41af-ae04-dd93747ab1ab,STUDY,14,0,0,0,0.08,AT_RISK
c0a95a6e-4c7f-45b4-a105-37026e075e4c,2025-09-30,942340a9-28cf-4419-a543-8fb8ad16ee20,HABIT,5,2,0.4,7,0.99,ON_TRACK
8c2e9b44-eea5-4f7e-a898-b853f24feed9,2025-09-30,f8586d7f-42a8-40bb-a2c6-46993832c939,HABIT,25,32,1.28,32,0.99,ON_TRACK
4e30983a-3c36-44fb-a77c-62c0c4fdc995,2025-09-30,2d885db5-09de-4d36-abdc-c357a5253c90,FINANCIAL,96000,8000,0.0833,116800,0.971,ON_TRACK
c4dd5278-503e-4e13-ae92-91a075c18570,2025-09-30,cb90e01c-ad24-4e88-a405-b3ab220b47ca,HABIT,7.2,7.5,1.0417,7.5,0.99,ON_TRACK
